case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-FSD-2026-0960,2023-09-06,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.77,Family
PK-FSD-2022-0850,2022-01-28,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.75,Criminal
PK-LHR-2024-0378,2023-06-10,High Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-MUX-2026-0887,2024-12-19,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.57,Family
PK-MUX-2024-0121,2025-04-12,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.91,Family
PK-KHI-2025-0727,2023-01-14,High Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,,Family
PK-ISB-2023-0764,2024-06-24,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.88,Criminal
PK-LHR-2024-0470,2024-02-21,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.17,Criminal
PK-ISB-2025-0465,2025-12-24,High Court,English,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.23,Criminal
PK-ISB-2026-1058,2025-02-03,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.65,Family
PK-MUX-2026-1189,2022-01-10,High Court,English,Corporate,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,7.34,Criminal
PK-KHI-2022-0737,2022-02-15,High Court,English,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,,Criminal
PK-RWP-2026-0374,2024-01-01,District Court,English,,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,10.0,Criminal
PK-KHI-2023-1198,2025-11-24,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.27,Family
PK-RWP-2022-1106,2022-01-20,Supreme Court,English,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.74,Tenant
PK-ISB-2022-1043,2026-01-01,High Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.45,Criminal
PK-FSD-2024-0483,2024-01-02,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,7.24,Property
PK-MUX-2025-0506,2024-12-05,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.29,Property
PK-FSD-2026-0217,2023-09-23,High Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.72,Property
PK-KHI-2025-0869,2024-05-01,High Court,English,Corporate,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-FSD-2026-0389,2024-05-07,Supreme Court,Urdu,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.81,Criminal
PK-ISB-2022-0425,2024-02-08,High Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,10.0,Criminal
PK-LHR-2022-1056,2022-12-26,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,8.47,Criminal
PK-FSD-2022-0382,2024-06-02,High Court,English,,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legl notice?,1.45,Consumer
PK-FSD-2024-0329,2024-05-29,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.75,Family
PK-MUX-2024-0349,2022-08-01,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.74,Family
PK-FSD-2022-1019,2026-02-12,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.01,Criminal
PK-KHI-2025-0708,2023-05-14,High Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,3.5,Family
PK-LHR-2025-0022,2023-12-27,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.58,Criminal
PK-ISB-2022-0034,2022-10-03,District Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,6.49,Labor
PK-FSD-2023-0276,2025-11-12,High Court,English,Government,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedur in family cort?,6.24,Family
PK-RWP-2023-0883,2022-08-04,District Court,English,Corporate,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,8.25,Property
PK-LHR-2022-0370,2022-04-26,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.53,Criminal
PK-ISB-2022-0159,2024-10-30,District Court,English,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,6.29,Labor
PK-MUX-2023-0287,2024-09-08,District Court,Urdu,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.21,Criminal
PK-RWP-2025-0183,2023-06-03,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.58,Family
PK-LHR-2026-0888,2024-04-16,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.71,Family
PK-RWP-2024-0532,2023-05-01,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.42,Criminal
PK-MUX-2024-0872,2022-03-02,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.34,Family
PK-KHI-2023-1036,2026-02-14,District Court,English,Corporate,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.03,Criminal
PK-MUX-2026-0844,2022-06-21,District Court,English,Corporate,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.2,Family
PK-ISB-2024-0160,2023-08-03,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,5.83,Property
PK-ISB-2026-0632,2025-03-23,Supreme Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.31,Labor
PK-RWP-2023-1086,2023-11-10,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.74,Criminal
PK-MUX-2026-0127,2022-02-13,District Court,English,Government,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.82,Criminal
PK-RWP-2024-0914,2024-03-03,District Court,Urdu,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,5.39,Labor
PK-ISB-2023-0581,2023-03-16,High Court,English,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.0,Criminal
PK-KHI-2024-0080,2023-04-11,District Court,English,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,3.74,Consumer
PK-KHI-2025-0187,2023-12-21,District Court,Urdu,Corporate,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.91,Property
PK-MUX-2025-0831,2022-04-19,District Court,English,,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.4,Criminal
PK-MUX-2024-0364,2024-09-09,District Court,English,Corporate,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer court?,4.83,Consumer
PK-ISB-2025-0415,2023-11-10,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.6,Criminal
PK-MUX-2024-0784,2025-12-17,District Court,English,,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.17,Criminal
PK-RWP-2022-0192,2023-06-21,High Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.26,Family
PK-LHR-2024-0534,2023-04-28,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.22,Property
PK-ISB-2023-0181,2026-05-15,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.97,Family
PK-RWP-2022-0214,2022-04-03,District Court,Urdu,Corporate,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.62,Family
PK-FSD-2023-0485,2022-01-10,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,3.79,Labor
PK-RWP-2026-0648,2022-07-29,District Court,English,Individual,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",4.72,Tenant
PK-RWP-2024-0122,2025-06-03,District Court,English,Corporate,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,8.68,Property
PK-KHI-2023-0358,2023-02-10,High Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,,Criminal
PK-LHR-2026-0559,2025-09-25,Supreme Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.49,Property
PK-KHI-2023-0605,2025-04-04,District Court,Urdu,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,8.25,Family
PK-RWP-2026-0416,2025-06-25,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,7.36,Labor
PK-RWP-2026-0856,2023-08-19,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.0,Property
PK-ISB-2024-0578,2025-01-31,Supreme Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.23,Family
PK-FSD-2026-0853,2023-01-26,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,8.43,Property
PK-FSD-2024-0284,2024-05-12,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,10.0,Criminal
PK-LHR-2026-1005,2023-01-22,High Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.47,Family
PK-RWP-2024-0947,2024-10-18,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.17,Property
PK-LHR-2025-0802,2022-02-10,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.62,Criminal
PK-MUX-2023-0667,2022-10-03,District Court,Urdu,Individual,"I ordered custom furniture, but it was delivered with poor quality wood and wrong dimensions. Can I claim damages?",5.8,Consumer
PK-KHI-2025-0331,2023-08-29,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,5.92,Property
PK-FSD-2025-0842,2023-07-04,District Court,English,,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.65,Family
PK-MUX-2025-0653,2024-08-21,District Court,English,Corporate,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.67,Property
PK-KHI-2022-0447,2023-12-01,District Court,Urdu,,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.87,Property
PK-FSD-2024-0101,2024-11-05,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,,Criminal
PK-ISB-2026-0446,2026-04-21,District Court,English,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legl actions can we take?,5.94,Labor
PK-ISB-2024-0793,2022-04-08,District Court,English,Corporate,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.47,Family
PK-KHI-2022-0207,2022-04-14,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.62,Family
PK-KHI-2024-0094,2024-04-23,District Court,English,NGO,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,6.53,Property
PK-FSD-2024-0430,2023-04-26,District Court,Urdu,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.08,Criminal
PK-KHI-2023-1114,2023-10-18,District Court,English,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.68,Labor
PK-RWP-2026-0834,2023-03-11,District Court,Urdu,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.46,Labor
PK-ISB-2026-1049,2025-01-07,District Court,Urdu,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,5.66,Consumer
PK-KHI-2025-0835,2025-10-18,District Court,English,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,5.28,Tenant
PK-ISB-2024-0142,2023-12-20,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,5.07,Property
PK-RWP-2025-0489,2025-09-01,High Court,English,,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,7.06,Family
PK-ISB-2023-0990,2023-07-24,District Court,Urdu,,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.25,Family
PK-RWP-2022-1078,2024-06-08,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-MUX-2026-0882,2025-05-04,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",4.41,Tenant
PK-LHR-2025-0773,2022-08-14,District Court,English,Individual,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,5.17,Consumer
PK-ISB-2024-0655,2025-05-22,District Court,English,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,5.57,Labor
PK-RWP-2026-0253,2026-02-14,High Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,9.74,Criminal
PK-MUX-2022-0729,2025-06-24,High Court,Urdu,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.07,Property
PK-ISB-2026-0538,2023-02-12,District Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.21,Family
PK-LHR-2022-0268,2024-12-25,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.47,Property
PK-LHR-2025-0063,2022-10-05,High Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,5.56,Property
PK-RWP-2024-1051,2023-06-18,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.47,Family
PK-ISB-2023-0545,2023-05-22,High Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,4.54,Labor
PK-KHI-2023-0800,2022-02-26,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.63,Criminal
PK-MUX-2023-1118,2025-12-10,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.24,Family
PK-RWP-2023-0905,2022-10-19,District Court,Urdu,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.56,Labor
PK-MUX-2025-0118,2022-12-26,District Court,Urdu,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.87,Criminal
PK-KHI-2026-0527,2023-12-31,District Court,English,NGO,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.56,Criminal
PK-MUX-2026-1053,2025-05-23,District Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.31,Family
PK-RWP-2025-0554,2023-01-20,District Court,English,NGO,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.91,Criminal
PK-FSD-2023-0949,2024-03-21,District Court,English,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.79,Labor
PK-RWP-2022-0895,2023-01-30,Supreme Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.28,Criminal
PK-ISB-2025-0174,2025-11-26,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.83,Criminal
PK-FSD-2024-0786,2024-10-10,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.0,Family
PK-ISB-2025-0938,2023-02-25,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,7.29,Property
PK-FSD-2025-1179,2024-11-15,High Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.68,Family
PK-FSD-2022-1188,2022-09-12,District Court,Urdu,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,4.66,Consumer
PK-RWP-2023-0455,2023-02-16,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.05,Property
PK-RWP-2024-0522,2025-01-06,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.7,Criminal
PK-RWP-2025-0093,2025-07-24,High Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.11,Criminal
PK-RWP-2023-0500,2022-04-25,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.61,Criminal
PK-LHR-2024-0789,2022-08-23,District Court,English,Individual,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",3.01,Tenant
PK-KHI-2025-0311,2022-07-29,High Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,7.32,Family
PK-FSD-2022-0812,2023-07-16,High Court,Urdu,NGO,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,8.74,Property
PK-ISB-2023-0518,2025-09-03,District Court,English,Government,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,7.12,Property
PK-FSD-2022-0776,2024-03-22,District Court,Urdu,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,3.13,Consumer
PK-KHI-2023-0153,2025-05-18,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.78,Criminal
PK-MUX-2023-0116,2025-06-25,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.96,Family
PK-MUX-2022-0531,2022-01-25,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.01,Family
PK-ISB-2024-0468,2024-01-09,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.86,Criminal
PK-KHI-2023-1103,2024-03-18,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.33,Criminal
PK-RWP-2025-0443,2022-06-30,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.89,Family
PK-ISB-2025-0873,2026-05-01,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.62,Criminal
PK-MUX-2023-1126,2024-05-17,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.36,Family
PK-FSD-2023-1164,2022-01-09,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.73,Criminal
PK-LHR-2023-0023,2023-01-28,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,,Property
PK-RWP-2026-0030,2024-12-06,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.28,Family
PK-RWP-2025-0225,2024-03-19,High Court,Urdu,Corporate,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.31,Family
PK-LHR-2024-0000,2023-05-17,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,7.6,Property
PK-KHI-2025-0584,2025-11-13,High Court,Urdu,Individual,How do I verify the registry and fard of a commercial proprty before purchasing it to avoid scams?,7.22,Property
PK-MUX-2026-0897,2024-06-28,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.68,Criminal
PK-MUX-2023-0713,2023-07-21,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.48,Family
PK-FSD-2024-0435,2024-02-29,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.09,Family
PK-MUX-2023-0986,2023-11-12,District Court,Urdu,Individual,"I ordered custom furniture, but it was delivered with poor quality wood and wrong dimensions. Can I claim damages?",5.8,Consumer
PK-FSD-2024-0623,2025-07-06,District Court,Urdu,NGO,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.61,Property
PK-ISB-2025-0813,2022-07-25,High Court,Urdu,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.24,Tenant
PK-MUX-2022-0115,2025-05-26,High Court,Urdu,Corporate,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.36,Family
PK-FSD-2023-0508,2022-06-21,District Court,Urdu,,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.56,Criminal
PK-LHR-2022-0032,2025-01-06,District Court,English,NGO,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.98,Family
PK-FSD-2022-1012,2022-01-20,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-MUX-2022-1040,2026-05-12,District Court,Urdu,Individual,"I ordered custom furniture, but it was delivered with poor quality wood and wrong dimensions. Can I claim damages?",6.02,Consumer
PK-MUX-2025-0778,2023-07-25,High Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.41,Labor
PK-RWP-2026-0038,2022-10-31,District Court,English,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,3.91,Labor
PK-LHR-2025-0024,2025-02-01,District Court,Urdu,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,4.85,Labor
PK-FSD-2024-0964,2023-02-26,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.39,Criminal
PK-KHI-2025-0199,2024-10-26,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.13,Criminal
PK-FSD-2025-0205,2024-09-18,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.37,Criminal
PK-KHI-2026-0805,2022-09-08,High Court,English,Corporate,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.13,Labor
PK-LHR-2023-0777,2022-05-13,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,6.7,Property
PK-LHR-2024-0180,2023-05-09,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.25,Criminal
PK-KHI-2026-0258,2026-01-23,District Court,English,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,6.03,Labor
PK-MUX-2022-1174,2023-03-07,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.1,Family
PK-MUX-2024-0410,2023-01-21,District Court,Urdu,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.35,Criminal
PK-MUX-2024-0264,2023-06-12,High Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.7,Property
PK-KHI-2025-1037,2024-05-24,District Court,English,Individual,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,2.24,Consumer
PK-FSD-2025-0779,2024-11-13,District Court,Urdu,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,7.74,Property
PK-MUX-2024-0719,2023-07-07,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.93,Property
PK-KHI-2025-0295,2024-02-06,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.17,Property
PK-FSD-2023-1025,2023-04-03,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,7.52,Property
PK-RWP-2022-1094,2024-11-16,District Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.88,Family
PK-FSD-2026-0652,2022-09-27,District Court,Urdu,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,,Tenant
PK-LHR-2026-0893,2025-09-22,District Court,English,Corporate,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,,Property
PK-RWP-2025-0660,2023-11-02,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.81,Criminal
PK-FSD-2025-0948,2023-07-04,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.95,Property
PK-MUX-2023-0912,2024-04-26,District Court,Urdu,Individual,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",5.3,Tenant
PK-RWP-2025-1083,2025-08-11,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,8.49,Family
PK-ISB-2022-0105,2024-06-20,District Court,Urdu,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,4.48,Consumer
PK-FSD-2022-0071,2024-06-06,Supreme Court,Urdu,Corporate,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,7.85,Family
PK-KHI-2022-0626,2023-01-14,District Court,Urdu,,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,5.81,Property
PK-LHR-2024-0234,2023-08-28,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,9.57,Property
PK-FSD-2023-0347,2026-02-09,High Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,4.31,Family
